stationid,COMID,q50,q50_weighted,slope
GRDC_2969124,44032713,98.65437,35.75780804951986,0.000549802466794
GRDC_2969150,44030706,109.01438,39.11398209916784,0.000123352293
GRDC_2969200,44032586,277.0357,76.79233635388889,1.7230271e-05
GRDC_2969220,44032579,336.74127,79.08882383505504,8.6760048e-05
GRDC_2969430,44024860,3903.4841,3145.591396331787,0.000301687506
GRDC_3106300,61034661,135.04514,118.69114227294922,0.000544190896
GRDC_3206800,61039040,1584.6711,1362.7193603515625,0.0
GRDC_3265601,64072250,19649.719,18207.93160695043,7.098731e-06
GRDC_3268100,64028716,25.142235,29.663746388753257,0.003057636063
GRDC_3269300,64060730,46.960087,46.600507736206055,8.7834822e-05
GRDC_3275200,65002971,11.465791,34.80598686481344,0.017169253339
GRDC_3275280,65005492,13.156396,25.259119448454484,0.005059708978
GRDC_3275450,65007954,18.095943,21.977176540302782,0.003504800942
GRDC_3275700,65012087,29.192633,43.11394208542844,0.002784171515
GRDC_3276800,65030450,339.528,434.08477105034723,0.000432185927
GRDC_3469150,64074042,92.11926,89.95957287538398,0.0006460975
GRDC_3469400,64070586,62.64834,69.20959993688072,2.3013434e-05
GRDC_3512400,61026801,1744.3241,1503.9576416015625,0.000157188158
GRDC_3618600,62022913,115.65356,130.38033721026252,0.000137598914
GRDC_3618950,62013059,1882.8793,1704.6473999023438,0.000285461094
GRDC_3624120,62058111,5291.166,3073.9831194196427,4.3344838475e-05
GRDC_3624300,62079150,1155.7349,394.62767158120363,0.000224082178472
GRDC_3625200,62084410,1000.29944,444.00459648581113,5.085562e-06
GRDC_3625340,62079048,5737.396,2254.35495867048,0.000817891277875
GRDC_3625370,62094209,1358.3005,478.6734126164363,0.000130881584
GRDC_3627030,62063213,20976.781,14625.837613192472,7.2796870519e-05
GRDC_3627402,62094148,1065.2146,577.8306982952615,0.001087086859
GRDC_3627610,62089165,753.08826,431.3884748979048,0.000935476992808
GRDC_3627650,62079108,2647.3604,1360.4585711766804,0.000104512042
GRDC_3629000,62032245,164373.92,179463.02469758064,2.6119105e-05
GRDC_3629210,62079483,320.15524,181.10471863216824,2.3903681e-05
GRDC_3629380,62113571,1342.5496,887.4732475280762,0.000830006981
GRDC_3629390,62084275,4060.437,2450.602569580078,1.8945602e-05
GRDC_3629900,62118060,577.0997,348.337529407848,0.004772231373747
GRDC_3630120,62053147,2759.292,1631.6901405490175,0.000287831049501
GRDC_3630150,62063460,1420.0093,778.102964915097,0.001124558333768
GRDC_3630210,62063463,870.64044,499.5506967163086,0.000579842209305
GRDC_3631100,62022293,1555.1724,1607.2632378472222,0.0
GRDC_3631215,62005327,104.600464,50.80065504709879,0.000324750544
GRDC_3649255,62122223,819.767,527.0902601159137,0.000334263567
GRDC_3649449,62145112,103.58992,77.07934005737305,0.000345049729
GRDC_3649459,62145125,157.30261,115.49522452779335,0.000904465531
GRDC_3649614,62142397,328.0522,212.03254197907927,0.000273696464
GRDC_3650470,63006945,95.595436,76.86852407455444,0.000155494337
GRDC_3650475,63003659,33.598934,17.274852207728795,0.000481091912
GRDC_3651309,63038126,209.49742,118.55589379204645,0.000215934699
GRDC_3651805,63032012,1399.0966,954.4810369931735,0.000423955042522
GRDC_3666050,64001834,465.2229,352.7561505126953,0.00011681132
GRDC_3666400,64005661,911.48193,726.1783772786458,2.7182652e-05
GRDC_3666401,64002979,307.10617,229.7655232747396,0.000300154432
GRDC_3666500,64002923,306.83112,239.14009699328193,0.000308017935
GRDC_3667020,64012896,3009.1763,2656.640124905494,0.00019723598478
GRDC_3669310,64047038,168.48401,165.14065813038448,0.000886777471
GRDC_3844300,67003414,107.428986,218.12855529785156,0.000492179391
GRDC_3844400,67003617,122.93786,176.1151580810547,7.8730169e-05
GRDC_4102700,81027413,583.44867,1159.6708762428977,0.001152657137
GRDC_4102740,81034979,386.46884,616.4406433105469,0.000310960393
GRDC_4102800,81027461,635.8192,1736.339111328125,0.000128994006
GRDC_4102810,81023681,309.07462,791.9170837402344,0.001017885174
GRDC_4103750,81018523,131.68112,417.18536376953125,0.000329501108
GRDC_4114615,72029827,98.85607,137.36831092834473,0.000622620650984
GRDC_4115200,78020379,4620.221,7423.911697290506,0.005643639482837
GRDC_4115202,78018181,2919.348,5012.694121655801,0.001704832227
GRDC_4115203,78016752,2909.297,4493.7146907066235,0.002088990755
GRDC_4115204,78016121,2800.9114,4497.63716905382,0.002459689935
GRDC_4115205,78015449,2714.8767,4409.387710571289,0.001985719761
GRDC_4115206,78014863,2518.5896,3857.2522080365347,0.012069423374
GRDC_4115320,78014279,264.52563,366.7022989287631,0.001332912881
GRDC_4115347,78016135,413.67303,444.55809159712356,0.000705118028
GRDC_4116181,78018950,731.19824,942.181686323117,0.00071876301
GRDC_4116182,78018938,1093.2366,1392.7374346333165,0.002052429629
GRDC_4119080,74011649,84.31879,99.67072644279999,0.001671453315
GRDC_4119100,74013947,272.10577,364.7054183959961,0.001550386555546
GRDC_4119201,74022540,43.189392,44.92589912414551,0.000201273193
GRDC_4119261,74024642,61.2819,69.28947462602095,0.000535666489
GRDC_4119317,74029298,35.302975,34.53604395249311,0.000959245133
GRDC_4119400,74036898,342.29523,300.10491770618364,0.003965144970687
GRDC_4119401,74029066,179.45926,155.17973876953124,0.0
GRDC_4119441,74014087,93.54172,104.42102397571911,0.000578554809
GRDC_4119450,74020314,162.71417,189.69971357073103,0.000131355398
GRDC_4119460,74013962,90.04523,124.94272739329237,0.001698307047693
GRDC_4119800,74042268,2336.8843,2348.5308973524307,9.4446818e-05
GRDC_4120120,74007327,99.20435,163.17351761305264,0.000643128302
GRDC_4120900,74002032,261.84317,530.8449401855469,0.000136821013
GRDC_4120902,74002104,206.34636,324.6398814382729,0.000440676857
GRDC_4120950,74003095,253.6002,553.5242817420086,0.000189822498
GRDC_4121300,74020260,29.051662,42.72772979736328,0.000567857698616
GRDC_4121301,74018313,21.539705,33.47820266723633,0.00012902715
GRDC_4121801,74028877,939.11206,1538.0798772996473,0.000120566062
GRDC_4121802,74005773,551.7,1217.9220962524414,0.000113478396
GRDC_4122152,74026707,49.751057,76.61407804489136,0.000834515195
GRDC_4122350,74039610,20.10273,25.873233009787167,0.00040729159
GRDC_4122600,74028904,205.64334,310.2642497309932,0.000608307275
GRDC_4122601,74028908,191.59169,301.88211541426807,0.000801872538
GRDC_4122602,74028921,112.869896,182.9723419681672,0.001054334314
GRDC_4122603,74031376,108.64747,164.1707227918837,0.001013451022
GRDC_4122636,74026993,4.60867,4.969406143824259,0.001206995202
GRDC_4122650,74031353,1235.9714,2020.1123285403196,8.3646146e-05
GRDC_4122700,74042278,109.83333,131.13804626464844,0.001384958124033
GRDC_4122701,74039591,84.35894,100.07199478149414,0.000256232745
GRDC_4122900,74042234,2530.7083,2878.7850260416667,0.000531298783948
GRDC_4122901,74042263,2091.1348,2605.535391739973,0.000206792337
GRDC_4122902,74039535,1709.0326,2732.0927287776294,0.000192891632
GRDC_4122903,74033938,1332.647,1885.5608510335287,0.000172265714
GRDC_4123050,74050630,6703.7065,4942.69580078125,0.000172872111043
GRDC_4123061,74063547,1064.9623,931.6283180930398,1.0864321e-05
GRDC_4123062,74061087,1343.9138,1114.5861112950213,0.000102486198
GRDC_4123063,74061106,896.33325,747.3409744788861,7.935153e-06
GRDC_4123230,74039753,57.51793,44.47358472419508,0.000530749819
GRDC_4123268,74045261,305.64243,257.98718322753905,0.000888561628
GRDC_4123300,74045170,2674.3496,1999.2539162557632,0.000698102601055
GRDC_4123301,74034078,971.81445,752.8653749408144,0.000232775167
GRDC_4125500,74055832,166.26714,187.7245856391059,0.000486173153
GRDC_4125550,74060987,120.38159,112.7831911444664,0.000653683891
GRDC_4125801,74050614,68.710815,82.2452178955078,0.000595083087
GRDC_4125804,74063473,912.72577,788.2176243516266,0.000319536455
GRDC_4125900,74063497,406.43243,298.14653983482947,8.7066867e-05
GRDC_4125901,74058565,307.9158,229.54514409454777,5.0851261e-05
GRDC_4126702,74068324,193.49576,135.55445075035095,0.000443650003876
GRDC_4126801,74066986,213.68118,192.15935516357422,0.000153690421
GRDC_4126802,74067013,135.22705,124.53898168865003,0.000129597955
GRDC_4126803,74065495,10.499284,12.169297093930451,0.000575527091
GRDC_4126805,74067055,38.2604,39.69093821125646,0.000157213066
GRDC_4126806,74068275,420.47113,376.7573986053467,6.1228579963e-05
GRDC_4127501,74050606,5520.5366,5909.559014682112,0.000105957456
GRDC_4127502,74047997,5358.516,5854.54108344184,0.000113264859
GRDC_4127503,74042209,5118.4307,5971.257770497312,7.5655128e-05
GRDC_4127800,74069826,17772.82,16607.738351004464,0.000444552813304
GRDC_4133501,72058453,44.5162,43.1921380278352,0.000203495495
GRDC_4133750,72056002,79.35159,74.26313710212708,0.000275541398
GRDC_4134400,72054926,82.30011,80.90401363372803,0.000443604198949
GRDC_4135200,72058958,85.23078,70.54322213837595,0.001290926023
GRDC_4136300,72056018,66.76072,64.29509771787204,0.003603931291
GRDC_4145080,78014318,413.80624,312.5509033203125,0.000278396337
GRDC_4145081,78014326,357.7924,285.6528274656281,0.000963650048
GRDC_4146110,77003001,312.9897,175.27043802897134,0.000754378636
GRDC_4146281,77013206,292.3019,195.35625970363617,6.9050401e-05
GRDC_4147011,73000811,320.34354,297.5166495186942,0.001041005382
GRDC_4147380,73002473,204.30048,187.38999938964844,0.000553955557
GRDC_4147460,73003672,452.34937,412.6545879435989,0.000492958329461
GRDC_4147461,73002440,354.9967,334.8199971516927,0.006859350353138
GRDC_4147600,73005654,414.33478,396.46605428059894,0.000190161309
GRDC_4147703,73006140,1119.2301,1033.5360580229424,0.005196279881
GRDC_4147720,73005674,97.49588,87.16473849549585,0.004837764540909
GRDC_4148050,73007810,164.04642,156.18877384274504,0.001013919437
GRDC_4148100,73009638,63.29372,62.9319863319397,0.000732695239743
GRDC_4148530,73013197,216.88934,215.3862602038261,0.000666989844
GRDC_4148541,73011975,144.44917,146.1959947858538,0.001143461833472
GRDC_4148851,73020281,99.526115,103.92742958068848,0.000108112750448
GRDC_4149401,73017455,603.87494,588.2337408380195,9.1214592e-05
GRDC_4149411,73014351,113.16376,96.69572072529661,0.0
GRDC_4149441,73011933,157.8614,150.38775810154004,0.000156003511
GRDC_4150450,75017518,50.24117,49.106996311860925,0.000222274852
GRDC_4150451,75013315,29.41298,29.067826080322266,0.000843076806
GRDC_4150500,75015396,144.75343,139.1714111328125,0.000176789732
GRDC_4150601,75015549,167.86285,172.38106536865234,5.7163437e-05
GRDC_4150700,75013367,153.65308,337.0316183907645,6.2476071e-05
GRDC_4151801,75005087,84.484,95.65141383303872,0.002099745247
GRDC_4151804,75022614,200.20857,225.65895472346125,0.000528213492
GRDC_4152050,77032201,690.3492,715.7936958644701,0.000110751219
GRDC_4152101,77022966,479.344,535.124773869749,0.001816774925
GRDC_4152103,77022897,552.54443,831.3164081573486,0.011241025185
GRDC_4152450,77020592,473.75476,535.4975769042969,0.037837743795317
GRDC_4152460,77013236,190.66954,249.33279236880216,0.000493405758
GRDC_4152550,77013201,165.51782,238.96317679052194,0.00074731963
GRDC_4152601,77018380,47.82165,63.42505285874853,0.001066296595
GRDC_4202601,78000601,378.13916,755.147575378418,6.9838099e-05
GRDC_4203210,81016927,42.771164,94.51308822631836,0.00382512899
GRDC_4203400,81023614,636.0577,1233.3120978860295,0.000261154629
GRDC_4203503,81025681,38.972282,83.65299987792969,0.000446029722
GRDC_4203520,81018484,32.184624,97.0293025970459,0.001991773211
GRDC_4203820,81015544,90.457664,183.22432349709902,0.0
GRDC_4203900,81027440,227.95717,563.4866239107572,0.003062712671823
GRDC_4204050,78001517,547.4588,1110.9884379618877,0.000852684473
GRDC_4204100,78001167,344.75375,653.0859267623337,0.001204497379
GRDC_4204500,78001868,26.066977,86.3094714620839,0.005081455526
GRDC_4206100,78003644,584.4326,996.865299668423,0.001196608987
GRDC_4206250,78004254,699.4897,1083.912260055542,0.001338125144
GRDC_4206920,78003025,221.98195,407.9082336425781,0.00200611657
GRDC_4207190,78005172,642.2917,1136.7362365722656,0.000198955382
GRDC_4207320,78006739,201.18694,285.7673865424262,0.001565719197
GRDC_4208005,82018072,6700.2227,12131.465407151441,0.000684321099258
GRDC_4208040,82004055,385.7628,1224.1530247738488,0.001593891433097
GRDC_4208041,82006612,151.87872,473.8292040143694,0.001891558163
GRDC_4208120,82008607,45.46782,262.51531677246095,0.004562440499
GRDC_4208220,82019447,278.91815,819.6780944824219,0.000489171206
GRDC_4208225,82019559,70.15656,161.30268027565697,0.002440188677
GRDC_4208240,82025158,86.59369,176.18470923105875,0.001260360178
GRDC_4208251,82026945,64.17508,119.5496114095052,0.000148671925
GRDC_4208255,82025121,240.62413,468.407958984375,0.001121502678
GRDC_4208256,82028370,121.57821,259.76671055385043,0.000303252838
GRDC_4208258,82028331,63.601288,136.72785441080728,0.001364705099
GRDC_4208260,82025133,68.03878,120.21224517822266,0.003105167071
GRDC_4208271,82018092,2143.72,4129.9024214311075,0.000324213304608
GRDC_4208274,82025069,547.5135,1008.8387400309244,0.000703542021
GRDC_4208275,82023560,261.19128,485.17657979329425,0.000426845025
GRDC_4208365,82029922,98.94265,172.87720003995028,0.000253668682
GRDC_4208400,82025015,3172.6606,6401.737335205078,0.000706618497
GRDC_4208456,82037800,1272.0453,2144.840826125372,0.000392115171
GRDC_4208458,82037818,1046.0359,1786.9390812363736,0.000420867187
GRDC_4208491,82034349,189.49516,379.9629211425781,0.001262521465
GRDC_4208515,82038903,50.96096,67.59312333001031,0.002378943932
GRDC_4208516,82039917,31.064613,51.54902458190918,0.001226414187
GRDC_4208540,82038875,59.046143,97.14292106628417,0.002143823368
GRDC_4208550,82037835,946.34,1587.0626690204326,0.000983093051
GRDC_4208870,82040772,414.71988,721.2759725636449,0.006229001336772
GRDC_4209010,82000326,23.582827,58.82313194274902,0.002888190198
GRDC_4213031,71017956,193.71748,354.36644490559894,0.000421149391
GRDC_4213250,71037496,181.10626,330.16420379638674,0.000475276629
GRDC_4213300,71017942,225.88795,420.81128497456393,0.003681676687544
GRDC_4213550,71016222,761.8743,1671.1965314592635,0.000504428864406
GRDC_4213562,71029446,54.255257,92.95633577531383,0.000376257415
GRDC_4213683,71040972,167.31693,255.85251921460144,0.000336918999
GRDC_4213710,71011345,3217.0078,4880.055989583333,0.00072475892
GRDC_4213801,71035466,925.2171,1088.1776936848958,0.001490482033
GRDC_4213803,71037456,452.17157,598.4283170346861,0.001053579788
GRDC_4214025,71005241,531.001,806.1470275878906,0.000246638522
GRDC_4214035,72005223,445.07547,918.9950933456421,0.000296044258
GRDC_4214040,72006037,1317.132,2179.0193725585937,0.001117600718
GRDC_4214080,71019878,334.2402,470.6193511962891,0.00026434142096
GRDC_4214106,71001770,60.091297,106.7322701846852,0.0
GRDC_4214262,71005230,954.6021,1391.8979752337345,0.000319742172
GRDC_4214300,71011375,65.946,107.34776306152344,0.002510539811
GRDC_4214350,71009963,140.76952,209.2826647077288,0.000525058997
GRDC_4214430,71025481,40.066456,59.768136978149414,0.000357906510584
GRDC_4214440,71008705,624.19275,918.3857171730917,0.000295008068
GRDC_4214450,71012903,384.32117,523.7041850842928,9.3837782e-05
GRDC_4214480,71025453,216.257,303.32131678263346,0.000464197712
GRDC_4214515,71039325,178.64238,241.66070011683874,0.004325806567
GRDC_4214520,71029355,1140.524,1524.6389184570312,0.000290312277
GRDC_4214531,71035558,188.3954,233.48410232543947,0.000488247696
GRDC_4214560,71031472,56.929924,78.63232034444809,0.000654819598
GRDC_4214610,72034491,39.605488,50.86839580535889,6.357331e-06
GRDC_4214680,72023784,612.7394,852.4906005859375,0.000561866805
GRDC_4214690,72023919,73.53265,103.42938066565472,0.00099635724
GRDC_4214701,72020771,311.56415,492.8634796142578,0.002277016622
GRDC_4214760,72017681,175.81313,272.7689688546317,0.000687587121
GRDC_4214801,72010913,608.9323,772.7170532226562,0.004267844713
GRDC_4214810,72011018,91.29904,110.18565259660993,0.000563857039
GRDC_4214830,72012052,337.0579,447.07930408824575,0.000404873866
GRDC_4214900,72005231,333.6273,587.3287872314453,0.001176233877
GRDC_4214905,72006944,296.40802,577.3017086452908,7.1993822e-05
GRDC_4214940,72003611,440.0832,863.5771014873798,5.7895374e-05
GRDC_4215210,78013683,2133.016,3485.4832466744087,0.000712486641
GRDC_4215220,78013102,617.6435,702.5486145019531,0.01055510754
GRDC_4215320,78013694,347.9457,444.72850532531737,1.7874091e-05
GRDC_4215660,78008932,143.32307,255.63076701917146,0.000228993092
GRDC_4215700,78011914,86.634834,143.2182870344682,0.000628284544
GRDC_4231100,73000430,58.95225,45.7000832924476,0.000986694427
GRDC_4231601,72043746,472.10577,509.8154076470269,0.000379033573
GRDC_4231610,72038090,33.117817,36.183423360188804,0.004352467363666
GRDC_4231620,72041847,57.445198,59.1433316238788,0.002580072632
GRDC_4231630,72045893,567.423,555.3395943019701,0.002788610476
GRDC_4236700,72052302,30.782463,32.9259164871708,0.001542870069536
GRDC_4243050,72043720,549.92975,644.7676460959694,0.002334260233
GRDC_4243080,72041710,94.60786,102.80170299823467,0.001214965795
GRDC_4243240,72047908,315.6722,286.4952383330374,0.001184193154
GRDC_4243270,72045931,140.76454,129.89569091796875,0.001769039919
GRDC_4243300,72043734,596.86554,573.6311383928571,0.003812900595
GRDC_4243301,72034349,136.52379,181.10517179048978,0.000812874308
GRDC_4243360,72041723,71.558105,68.57403755187988,0.00244884203
GRDC_4243400,72034266,1188.2672,1594.4247203480113,0.00234856409
GRDC_4243410,72034278,455.30154,678.3908081054688,0.006500060246
GRDC_4243580,72031183,313.3805,461.3174258145419,0.004848535827
GRDC_4243800,72028410,325.22495,503.9531360973011,0.000959370469
GRDC_4244450,72012029,155.90233,271.57965087890625,0.001185423958
GRDC_4244460,72014918,86.3785,128.758264429429,0.004149769833
GRDC_4244610,72020931,76.857574,115.37269337972005,0.000422992462
GRDC_4244655,72022321,221.59824,309.5771816798619,0.00102336844
GRDC_4244730,72031451,50.14052,59.06579320327096,0.001667185777
GRDC_4244770,72032850,100.461044,104.62508544921874,0.000575407673
GRDC_4355340,77042513,32.052593,21.251539284842355,0.001394136278
GRDC_4355450,77043752,15.202645,58.94789123535156,0.002376976601
GRDC_4355500,77043726,55.764767,51.79012392005142,0.001582588405
GRDC_4355950,77045761,28.61557,39.0823590334724,0.001121262109
GRDC_4356050,77046383,27.577337,80.16412353515625,0.000508452577
GRDC_4356080,77046341,51.31206,170.94913482666016,0.000549292709
GRDC_4356600,77053841,98.00026,73.22718354767444,0.000673301411
GRDC_4356700,77054524,167.99052,113.42858211810773,0.001424935942
GRDC_4356800,77053648,75.55171,36.12805726793077,0.001590894691
GRDC_4358300,75033345,84.44775,87.0284184200663,0.000529798958
GRDC_4358800,75036641,22.490044,22.49396958558456,0.003326940866
GRDC_4359220,75039100,376.3465,292.76653814315796,6.1194977e-05
GRDC_4359320,75039086,168.10736,96.1604995727539,0.0001548357
GRDC_4359500,75040583,162.1872,64.00649681091309,0.000366707464
GRDC_4362600,75040431,1625.0034,1248.0066941205193,0.00034448006
GRDC_4873250,75049788,232.95004,152.29649353027344,0.000448580053
GRDC_4873280,75049778,290.81287,196.35643920898437,0.000501297676
GRDC_4874730,77057384,396.40167,200.28120181435034,0.001402476804
GRDC_4874750,77057267,200.54938,112.99417622884114,0.002740321855
GRDC_4876800,75050200,209.44437,170.10697841644287,0.000251643583
GRDC_4997050,75050168,120.391716,117.5478105545044,0.00128058772
GRDC_5101130,56021340,28.302834,27.87543487548828,0.000425770803
GRDC_5101161,56024493,25.198107,33.26321283976237,0.000252436854
GRDC_5101201,56028763,25.743715,17.282079696655273,0.000311671011
GRDC_5101301,56062035,27.055656,21.555526624407086,0.000776295472
GRDC_5109200,56007568,49.178955,37.599805179395176,0.000340064982
GRDC_5202070,56139453,21.496517,21.886484146118164,0.000835548521
GRDC_5204104,56161589,23.509491,22.073085596863653,0.009035791132
GRDC_5204302,56158381,6.6646066,14.427372614542643,0.004688758719
GRDC_5204402,56154917,4.1334486,8.352848211924234,0.002340573442
GRDC_5222500,44048910,381.28714,361.29180908203125,0.003157746357666
GRDC_5223600,44049372,292.51215,277.3547834916548,0.000141958674
GRDC_5231700,52005805,441.71997,405.11141204833984,0.000431809262566
GRDC_5607450,56043631,3.2826798,10.14705753326416,0.000990341542
GRDC_5608024,56020307,5.082141,2.39854769556372,0.000275615297
GRDC_5654140,52000237,148.75034,131.77108224232992,0.00101269228
GRDC_5708145,56003628,33.209,13.377652465917503,0.000117795324
GRDC_5709100,56005324,11.480201,83.79924537658691,0.000261434151
GRDC_5864500,57001751,14.562102,16.403054237365723,0.001472238438
GRDC_5865300,57000414,286.21826,292.35896979437933,0.000523223883
GRDC_5868050,57004385,483.81894,506.23333740234375,0.002043451704
GRDC_5868100,57005240,531.4663,606.5038070678711,0.000354091219
GRDC_5868200,57003890,17.789444,22.21947697230748,0.008266725102
GRDC_5868300,57004996,36.036568,36.61313114609829,0.001148502269
GRDC_5869401,57004696,230.39532,204.0745086669922,0.000605509507
GRDC_5870111,57002381,74.672356,69.8187604157821,0.001591648201
GRDC_6111100,23025918,184.93013,302.8133177580657,0.001321723777
GRDC_6113050,23029966,129.5121,95.48609190349337,0.000269660919
GRDC_6116200,23032111,37.032936,65.28369903564453,0.001834165866
GRDC_6139370,21003307,0.9718979,0.777266706029574,0.012760081645
GRDC_6140300,23015080,26.553339,23.70859213742343,0.000228988255
GRDC_6140400,23010637,302.53827,310.30338311964465,0.000434705898
GRDC_6142110,22017242,45.384834,51.28252696990967,0.000530452369
GRDC_6142150,22019636,96.37308,99.49696032206218,0.000315929249
GRDC_6142200,22022144,1952.8352,2202.2741350446427,0.000635495894
GRDC_6142620,22022327,127.91191,128.76671305569735,0.000191223523
GRDC_6142680,22017581,15.884675,23.316710472106934,0.003759320973
GRDC_6229500,24018690,582.61127,641.0138268103966,0.000511997192
GRDC_6233170,24023655,56.51938,61.124990463256836,0.001692572862
GRDC_6233401,24008639,350.77716,558.8305351443407,0.000962014608
GRDC_6233551,24009746,129.6625,186.06962094988143,0.00211001372
GRDC_6233690,24004748,124.40694,215.7616670396593,0.001618290124
GRDC_6233710,24003669,108.61896,217.8142333984375,0.001028765031
GRDC_6242100,22022190,1374.8566,1639.8620836412586,0.000312863648
GRDC_6242401,22019542,1765.8453,2093.9057965959823,0.00065942158
GRDC_6242500,22022155,1809.0476,1951.1764314070992,0.000317091634494
GRDC_6243030,22027764,149.57718,207.4121350147685,0.00086358282
GRDC_6243850,22019700,616.48926,726.9087195763221,0.000942324302
GRDC_6335020,23007610,2347.9968,2415.222306315104,5.4249966e-05
GRDC_6335050,23009171,2180.8325,2268.28798828125,0.000177896003
GRDC_6335060,23010621,2139.4478,2247.7268744574653,0.00017434738
GRDC_6335070,23012076,2076.579,2243.114037407769,0.000253508279
GRDC_6335100,23012087,1685.6412,1822.6774169921875,0.000235510938
GRDC_6335150,23012094,1631.225,1764.3564056028802,0.004229585002706
GRDC_6335170,23014862,1248.1804,1381.8933936962183,0.000289797081
GRDC_6335180,23013530,1398.1831,1489.6409057617188,0.000213807595047
GRDC_6335200,23014875,1217.4869,1311.6713439030434,0.001519492316
GRDC_6335240,23013490,159.50113,138.55119552612305,0.000373523726
GRDC_6335301,23013515,100.029205,92.14951067554708,0.000663678173
GRDC_6335302,23012105,129.59601,116.71424984237522,0.00026225705
GRDC_6335303,23013535,96.9258,90.55588997734918,0.000362961045
GRDC_6335304,23012100,184.89377,175.95163218180338,0.000211652218
GRDC_6335400,23018525,999.9921,1187.3373325892858,0.001111639349
GRDC_6335600,23014929,110.90841,98.70747979482015,0.00047597738
GRDC_6335601,23014939,76.24461,68.83473765055338,0.000904036781
GRDC_6336800,23013579,84.739044,71.06133363957991,0.000208257284
GRDC_6337200,23004332,325.56305,309.38470458984375,0.000145915299
GRDC_6340110,23002989,692.16864,689.5041457841982,0.000197253282
GRDC_6340120,23009185,318.33746,332.57025146484375,0.000460217305
GRDC_6340130,23007628,353.61905,350.0798110961914,0.000231235021
GRDC_6340140,23007620,530.7827,511.3273219517299,0.000153473796389
GRDC_6340150,23002993,651.6022,645.1008758544922,0.000124830393
GRDC_6340160,23004327,545.8665,543.7144841733186,0.000425524576808
GRDC_6340170,23007622,406.3723,408.226078156502,0.000266532143
GRDC_6340190,23007637,329.91626,334.0388263204823,0.000304147449
GRDC_6340501,23004367,75.680916,123.78210830688477,9.4810826e-05
GRDC_6340611,23004404,43.138515,42.77913631092418,7.7415412e-05
GRDC_6342500,22017167,303.89175,339.1963653564453,0.000833557317
GRDC_6342510,22019880,92.71278,115.46883477105035,0.001974668229
GRDC_6342600,22017150,446.6644,461.9951807657878,0.000249071434
GRDC_6342800,22019574,623.9108,647.9458948771158,0.000289845178
GRDC_6342900,22019568,1333.5698,1572.8148874136118,0.001169005352
GRDC_6342910,22017153,358.869,376.0120968288845,0.000477263977
GRDC_6342920,22017138,466.42038,480.0135648322828,0.000116483962
GRDC_6342925,22019826,140.06577,160.92908477783203,0.000843969568
GRDC_6343100,22022331,301.72693,371.3249992370605,0.000517487855
GRDC_6343500,22022456,192.15796,235.4508092403412,0.000453072873
GRDC_6343900,22019694,639.96173,802.5587245396206,0.000835944896
GRDC_6348400,21002532,711.6719,742.8817749023438,1.8939179e-05
GRDC_6348500,21002523,954.94965,953.6016447647759,0.000206565753
GRDC_6348800,21003370,1194.4462,1106.9590759277344,0.00014067958
GRDC_6357010,24032637,488.21494,546.2692321777344,0.00416056841504
GRDC_6357500,24033574,256.7435,272.0730535333807,0.000241905633
GRDC_6401800,27000262,112.23954,233.34973907470703,0.000339917495
GRDC_6421100,23007668,286.4265,265.2002777099609,0.000169070603
GRDC_6421101,23010658,209.80515,166.07692324730658,0.000721043915
GRDC_6421102,23009220,262.29037,247.4229033714117,0.000185451433397
GRDC_6421500,23010657,210.1807,182.4340647821841,0.000538576133
GRDC_6435060,23007609,2347.9146,2474.7952350118885,8.2334243e-05
GRDC_6442500,22024928,2285.0908,2684.7650677224865,0.000131471622
GRDC_6442600,22034393,2363.4644,2718.640380859375,8.3203647668e-05
GRDC_6444090,22022297,118.38995,121.54202292947208,0.000621539555
GRDC_6444100,22034386,642.4865,658.7736282348633,8.3045868e-05
GRDC_6444110,22034455,138.98909,154.6618199752549,0.000359154357
GRDC_6444200,22027457,424.37003,436.9823372200744,0.000149995083372
GRDC_6444310,22024911,407.47528,411.27741622924805,6.8160152852e-05
GRDC_6503151,23001829,38.823658,75.89939880371094,0.000538236697
GRDC_6542200,22036285,3072.9453,3362.2544345198007,8.7219665767e-05
GRDC_6544100,22034373,648.08093,693.1028060913086,1.7140257e-05
GRDC_6545800,22040097,1469.3671,1052.3123142408288,0.00016502905
GRDC_6546802,22032298,320.82422,358.07511871936276,0.000933065628
GRDC_6563200,21009559,56.777126,58.11159994663336,0.001396751277
GRDC_6603120,23001460,36.92739,67.05500030517578,0.001504272833
GRDC_6603300,23001153,82.9544,70.46704864501953,0.000320796049
GRDC_6604201,23000938,38.790928,61.115116119384766,0.000654526753
GRDC_6604610,23000757,149.29208,155.09513092041016,0.001440083641
GRDC_6605100,23002386,24.447598,37.13685989379883,0.000821024398
GRDC_6605300,23001433,33.334854,35.74201583862305,0.001352041329
GRDC_6605360,23001445,40.82336,35.79489231109619,0.000768555453
GRDC_6605450,23001895,22.824692,42.701255798339844,0.000849785855
GRDC_6605600,23004437,70.398155,60.89927455357143,0.000264046162
GRDC_6607651,23009251,61.43944,54.15680090586344,0.000103562662745
GRDC_6607701,23007807,17.743603,34.00259041786194,1.2978173e-05
GRDC_6608210,23007811,26.03291,21.809093475341797,0.000622433095
GRDC_6665100,21010933,115.954796,107.11496146065848,0.000266444302
GRDC_6688650,22047282,122.21407,130.00001017252603,0.000317027068
